id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
2650,Retail,FinTech,821747,3283053,0,4.1,2.8,8.4,4.5,10.0
2651,Real Estate,Logistics,325657,4490646,4524214,6.2,5.1,6.0,10.0,7.4
2652,Retail,AI,138961,4820026,0,7.7,7.1,6.3,4.1,4.3
2653,Healthcare,GreenTech,632455,0,3798560,3.5,3.9,7.4,3.5,5.6
2654,Retail,EdTech,744078,5075623,0,8.2,6.9,5.4,9.9,4.8
2655,Healthcare,EdTech,432449,6930742,1547560,2.2,7.3,9.1,9.8,9.9
2656,Retail,Media,247549,5039942,1295941,2.1,3.1,7.0,1.4,2.1
2657,Real Estate,GreenTech,348606,3889147,3891932,9.9,1.3,6.5,0.2,0.3
2658,Transportation,EdTech,338134,0,4604497,6.9,7.8,2.9,7.5,1.1
2659,Healthcare,FinTech,678937,6369417,2421411,4.2,4.0,9.2,9.4,2.8
2660,Retail,EdTech,213578,4677522,3316474,1.4,5.7,6.3,3.6,5.2
2661,Retail,Medical,150829,9481136,4471964,8.0,9.8,8.2,7.5,9.9
2662,Healthcare,Property,656960,9759284,0,4.0,3.7,6.5,5.2,9.6
2663,Education,Property,966254,1828996,1164848,7.4,8.1,3.2,8.7,5.9
2664,Retail,EdTech,939838,1274347,0,5.0,7.3,9.7,2.5,7.3
2665,Real Estate,AI,768707,0,0,3.2,9.6,9.1,1.1,4.7
2666,Entertainment,Property,656826,2591359,3181423,6.6,6.0,3.9,3.0,8.4
2667,Real Estate,EdTech,192283,8262246,1853703,8.7,3.1,5.3,8.8,7.5
2668,Real Estate,GreenTech,851491,555456,0,2.5,5.6,4.9,10.0,8.0
2669,Finance,FinTech,474245,1922671,0,4.3,10.0,8.6,4.8,6.9
2670,Entertainment,E-commerce,357106,5378540,2951719,9.9,8.1,3.7,1.8,3.3
2671,Finance,FinTech,229805,0,3970194,9.9,1.3,9.2,9.1,8.3
2672,Transportation,Medical,962323,3470804,1179865,6.7,4.9,3.2,2.7,8.9
2673,Real Estate,E-commerce,610593,2261159,4108021,9.9,4.3,7.5,7.7,8.6
2674,Entertainment,Logistics,849509,0,4783288,8.6,5.4,4.8,8.1,8.2
2675,Entertainment,E-commerce,656613,4763939,3578004,1.4,2.5,5.9,3.7,4.2
2676,Healthcare,Media,700051,9957195,2514058,5.0,5.8,3.0,8.5,7.4
2677,Healthcare,AI,174921,5054696,3930524,9.6,9.5,8.9,7.7,3.2
2678,Real Estate,EdTech,682197,0,598280,4.1,4.0,7.3,8.1,6.7
2679,Environment,Logistics,694185,0,4790706,7.8,4.2,1.7,6.4,8.2
2680,Technology,Medical,150505,2061306,3901726,4.7,5.5,3.8,2.7,8.2
2681,Technology,EdTech,976520,6473000,2648496,5.2,8.5,10.0,7.0,4.5
2682,Real Estate,E-commerce,242896,6538144,0,6.9,2.5,2.3,2.8,4.3
2683,Real Estate,Logistics,544113,0,3287117,6.3,4.9,8.4,8.3,6.5
2684,Real Estate,EdTech,104837,697969,3801193,5.2,2.0,8.5,8.9,9.7
2685,Real Estate,AI,797922,3891886,4387759,9.4,4.5,9.7,1.4,2.4
2686,Education,AI,711046,7505497,4956659,6.5,1.3,8.0,2.0,4.4
2687,Entertainment,AI,892124,3497921,2981004,1.9,4.1,6.6,5.0,7.1
2688,Technology,AI,481402,2722127,4145281,9.6,3.8,2.0,9.1,9.3
2689,Real Estate,E-commerce,556852,0,3056731,5.6,7.4,3.7,0.6,0.9
2690,Education,GreenTech,957922,6041079,2164246,3.8,3.7,2.9,7.0,5.8
2691,Finance,Media,678823,2181864,2357978,9.9,9.5,8.8,1.3,6.4
2692,Retail,Medical,495056,9976700,1812259,4.7,9.0,1.5,0.9,0.0
2693,Technology,Media,391665,8989939,2119823,4.6,6.1,8.1,7.0,3.8
2694,Environment,Logistics,665632,0,130295,1.6,1.7,3.9,6.9,2.0
2695,Technology,Media,676009,0,0,9.2,8.8,4.2,9.1,2.9
2696,Transportation,GreenTech,563163,0,1021158,4.0,8.0,3.3,3.2,1.8
2697,Technology,GreenTech,820332,0,4136948,7.9,4.1,7.4,6.5,8.4
2698,Transportation,EdTech,192328,939456,2775080,4.6,8.8,5.6,6.5,8.1
2699,Healthcare,Media,864519,8134752,3097329,5.9,8.2,3.4,7.3,2.2
2700,Entertainment,Property,757771,6282266,1422341,4.9,6.3,4.4,4.8,4.7
2701,Finance,Media,867566,0,1959540,7.8,6.3,1.0,3.7,9.0
2702,Education,FinTech,346885,9089713,2627400,5.5,7.7,4.7,0.9,0.3
2703,Transportation,EdTech,261931,0,235209,9.1,4.4,8.5,2.0,3.1
2704,Technology,Medical,676435,3671568,255945,9.1,5.9,5.1,1.7,7.2
2705,Transportation,AI,322615,7064946,298205,8.3,9.1,6.0,4.5,3.6
2706,Technology,FinTech,470029,7651512,4964589,9.5,4.4,5.0,1.6,3.9
2707,Technology,Property,888270,8338366,4326777,3.2,1.1,1.0,9.9,1.3
2708,Real Estate,Property,673954,0,3957995,5.4,8.9,4.2,0.5,0.3
2709,Education,GreenTech,136284,6178862,3158722,3.3,8.6,5.6,3.8,3.8
2710,Entertainment,E-commerce,111145,2581852,1144917,3.8,7.9,7.9,3.5,9.5
2711,Environment,FinTech,322509,600140,2470907,5.7,6.6,1.2,5.9,9.9
2712,Education,EdTech,633766,1379540,1344949,5.1,1.4,5.2,4.2,2.1
2713,Finance,GreenTech,759502,7431169,238765,6.4,8.4,4.8,7.7,1.4
2714,Retail,E-commerce,343584,2556832,4838851,3.9,9.1,4.2,0.8,0.6
2715,Finance,Media,764042,4520507,1326884,3.2,8.1,3.1,8.3,9.8
2716,Retail,Media,211202,8598620,2851072,5.0,9.6,7.2,0.9,0.5
2717,Technology,GreenTech,444753,0,3833888,3.5,8.3,3.4,1.7,9.4
2718,Healthcare,Media,948327,9357026,3213381,4.2,9.9,6.7,2.1,9.6
2719,Environment,Medical,818675,800026,214592,2.9,3.5,5.7,1.0,0.6
2720,Environment,EdTech,800365,8030400,3192895,9.3,4.9,3.6,4.8,6.0
2721,Real Estate,Media,309371,4420596,4684974,2.9,1.8,2.0,8.6,4.8
2722,Finance,Media,954593,9522790,0,6.8,7.5,1.5,6.2,1.9
2723,Environment,E-commerce,721993,4307891,4470031,2.7,6.3,1.9,0.5,0.1
2724,Entertainment,FinTech,252310,6044119,4676194,9.9,1.2,2.0,1.2,2.8
2725,Real Estate,FinTech,802252,5767075,2450910,3.3,4.5,1.5,1.0,0.4
2726,Technology,FinTech,150502,646789,4172682,7.8,3.0,2.0,8.1,7.0
2727,Transportation,EdTech,341416,5318160,2942149,4.5,9.0,2.4,5.0,6.4
2728,Transportation,Property,213297,8650375,1183763,1.1,5.8,5.0,2.5,6.6
2729,Entertainment,Media,199296,9485412,2274357,4.1,6.0,5.2,7.6,3.0
2730,Environment,GreenTech,956467,9561025,1566824,8.3,7.8,9.8,7.9,8.4
2731,Healthcare,EdTech,448178,5593166,3202563,5.5,7.5,9.3,7.7,8.2
2732,Retail,E-commerce,869127,3659828,3431874,4.4,2.7,5.7,4.1,3.1
2733,Environment,EdTech,652081,7536259,1605807,8.6,9.5,7.8,5.7,3.0
2734,Healthcare,GreenTech,238761,986608,3228570,3.9,2.2,8.6,3.5,3.4
2735,Finance,Medical,260512,8148246,4939651,7.3,2.2,8.8,6.5,3.0
2736,Technology,GreenTech,928065,921270,1699740,7.3,3.3,2.7,0.7,0.1
2737,Entertainment,Media,127560,9996108,3945033,2.7,6.5,1.0,1.2,3.1
2738,Finance,AI,443880,3571304,2185966,9.5,8.8,7.7,2.0,4.2
2739,Entertainment,Logistics,826739,6883247,1328042,2.0,1.5,3.9,3.1,3.5
2740,Finance,Medical,246840,0,1769408,3.6,7.6,9.3,4.0,8.1
2741,Entertainment,Property,100376,8964359,1215037,8.0,4.7,1.4,9.3,4.0
2742,Transportation,E-commerce,585491,7713416,181608,9.6,9.5,4.9,6.5,7.3
2743,Finance,FinTech,314290,9925047,1201392,6.8,4.0,9.9,4.9,8.6
2744,Finance,GreenTech,608117,8499404,1351544,9.3,8.6,3.0,0.2,0.8
2745,Education,EdTech,974150,4327345,3446422,9.3,2.8,9.9,0.4,0.8
2746,Real Estate,Logistics,399773,0,3921660,1.3,2.7,6.8,6.5,3.8
2747,Real Estate,EdTech,341780,6028925,3426368,1.9,7.4,5.0,6.9,4.5
2748,Finance,Logistics,574105,1903177,2492274,9.0,9.5,5.7,1.8,1.5
2749,Finance,AI,589604,6224160,1980998,3.7,2.0,8.8,2.0,2.5
2750,Finance,Property,975395,8042004,1489703,4.0,2.3,9.2,2.8,6.5
2751,Retail,AI,994529,0,4707694,6.6,3.2,5.6,8.3,1.2
2752,Transportation,E-commerce,811242,0,1359261,3.8,8.2,3.1,8.8,4.7
2753,Technology,EdTech,391613,7448979,3858941,7.0,2.4,8.4,7.1,1.9
2754,Technology,Property,596613,6418083,4498946,3.7,1.2,8.2,7.0,7.2
2755,Finance,Medical,255691,2308991,1534734,9.6,8.1,2.4,8.9,7.5
2756,Transportation,Property,512372,7459483,3584377,9.1,7.2,9.0,1.6,8.0
2757,Entertainment,Medical,110314,9544142,0,1.9,7.7,5.6,1.1,1.4
2758,Retail,AI,970714,616848,2973621,3.0,4.6,6.7,8.6,4.9
2759,Transportation,FinTech,627014,0,3003067,6.2,8.1,5.6,3.9,8.6
2760,Technology,Logistics,897389,0,224133,6.7,4.5,9.0,0.1,0.3
2761,Real Estate,Property,833370,596179,2773828,8.8,5.9,5.7,2.5,1.1
2762,Retail,GreenTech,321460,7112907,492035,8.4,5.2,2.6,0.6,0.5
2763,Entertainment,Media,795395,0,0,5.1,1.3,5.7,1.2,2.8
2764,Healthcare,EdTech,561916,767441,168459,5.1,4.5,7.8,0.3,0.0
2765,Transportation,AI,320086,0,1401182,8.6,9.6,3.0,3.3,2.1
2766,Retail,FinTech,120448,1061943,3457073,1.8,9.6,2.7,4.2,1.3
2767,Education,Property,384201,0,3051286,3.6,7.7,5.4,1.5,7.2
2768,Healthcare,Medical,343696,8308736,3102291,3.9,4.9,4.2,7.0,1.8
2769,Transportation,Medical,639183,4986745,4898566,1.5,7.2,2.0,3.1,7.8
2770,Real Estate,Medical,298742,7709829,4310047,8.0,4.1,8.3,7.7,5.1
2771,Retail,FinTech,210929,897240,4320219,1.1,9.6,6.4,2.8,2.3
2772,Finance,Media,959372,3085650,4557228,8.7,2.4,5.1,2.3,7.8
2773,Environment,Media,210567,9419211,4799209,8.6,6.7,5.6,3.5,5.5
2774,Environment,Property,483338,5604419,4485612,9.3,8.0,3.6,0.4,0.7
2775,Real Estate,EdTech,488869,8331969,0,7.3,5.7,3.0,8.9,3.6
2776,Retail,E-commerce,922411,2639193,659657,4.3,9.0,3.1,0.3,0.5
2777,Education,E-commerce,275683,1563205,3308100,9.2,9.4,2.8,0.2,0.3
2778,Finance,E-commerce,398937,862296,1201316,6.4,8.7,8.0,2.6,2.6
2779,Real Estate,EdTech,514690,0,4341668,2.8,3.4,5.4,5.9,9.3
2780,Technology,EdTech,958252,4004612,143170,7.4,9.3,4.8,7.5,2.1
2781,Finance,Medical,309995,0,4809741,3.3,8.2,6.8,4.6,7.6
2782,Retail,E-commerce,598028,5468582,2580053,8.7,8.5,6.0,1.9,10.0
2783,Finance,Medical,200847,539012,1116310,9.1,7.9,3.5,1.9,7.8
2784,Technology,EdTech,786933,6640676,4932301,9.2,5.7,4.0,3.0,9.6
2785,Healthcare,FinTech,137253,6171061,4420380,1.2,4.4,9.3,0.4,0.6
2786,Technology,AI,209899,3347015,2595905,4.9,6.8,2.1,5.5,4.9
2787,Healthcare,Logistics,180264,7303858,851170,5.2,5.8,4.0,6.1,2.9
2788,Retail,E-commerce,546617,888612,2655573,3.3,4.9,1.2,0.9,0.8
2789,Finance,GreenTech,151446,0,3993825,7.6,6.2,2.2,0.1,0.2
2790,Finance,Logistics,189894,0,4796769,1.4,2.1,2.6,0.0,0.5
2791,Retail,E-commerce,131737,3743360,4580303,7.9,5.3,7.8,9.1,6.7
2792,Healthcare,Media,245704,9924161,3296314,8.1,9.6,1.1,3.8,8.1
2793,Education,E-commerce,793845,0,2811045,3.3,8.7,2.5,0.0,0.7
2794,Real Estate,AI,381196,1022382,2444657,3.4,4.3,1.1,7.7,2.7
2795,Real Estate,E-commerce,261555,2404407,3274106,1.1,1.1,3.2,6.6,4.8
2796,Real Estate,AI,345401,3199699,2689355,4.1,9.3,6.2,4.0,6.6
2797,Transportation,EdTech,883576,3228207,1135873,9.8,6.4,4.0,2.8,3.0
2798,Retail,GreenTech,312163,0,0,9.2,4.1,4.4,8.4,8.0
2799,Entertainment,Property,416171,2768124,2034499,9.3,9.6,1.3,7.6,9.0
2800,Entertainment,FinTech,883279,8482826,4427943,5.9,9.1,8.4,6.2,2.5
2801,Environment,Logistics,474886,3329740,2840526,9.3,8.4,5.2,1.4,8.5
2802,Transportation,AI,778891,3188823,0,6.2,3.9,6.2,6.8,6.6
2803,Real Estate,EdTech,771027,3749040,0,3.3,4.1,9.5,6.6,3.0
2804,Real Estate,Property,801380,5379693,3157282,7.7,6.6,5.5,8.0,6.3
2805,Environment,EdTech,200549,7736476,4887989,1.0,9.1,1.8,0.4,0.8
2806,Transportation,AI,363992,504545,2589305,8.1,3.1,1.6,0.5,0.0
2807,Entertainment,EdTech,895890,7712955,1019938,8.1,1.0,7.9,2.9,5.6
2808,Transportation,EdTech,561602,7161231,1788706,3.1,5.1,4.0,2.3,6.5
2809,Real Estate,Media,884302,4799038,711790,7.4,3.7,6.8,3.4,9.3
2810,Education,Property,400613,1095390,3293638,6.0,9.3,5.4,2.8,4.9
2811,Education,E-commerce,549423,8271870,4458124,7.7,2.9,1.4,4.0,6.8
2812,Healthcare,EdTech,658283,5039960,3216645,6.2,1.2,4.2,0.4,0.9
2813,Education,Medical,213785,0,2313886,8.5,7.4,2.1,1.8,5.7
2814,Education,FinTech,166502,7871743,1918582,7.4,7.0,6.9,8.5,2.2
2815,Transportation,AI,940855,7276880,3935123,7.0,2.3,4.3,3.4,1.6
2816,Environment,AI,312082,6424781,3054604,3.4,8.5,2.5,9.1,2.7
2817,Healthcare,GreenTech,458135,3875750,2068795,4.8,3.0,4.4,9.7,1.2
2818,Technology,Medical,420618,0,1517360,4.7,9.6,8.6,1.2,2.6
2819,Real Estate,E-commerce,646280,5840036,2828917,8.9,5.7,3.6,8.9,5.1
2820,Education,E-commerce,296761,4023055,0,9.9,1.1,3.6,8.9,4.6
2821,Technology,Property,759500,0,4122344,5.2,6.8,2.2,9.4,5.8
2822,Real Estate,Media,440883,6807013,3303839,8.3,2.6,3.5,7.2,8.9
2823,Environment,GreenTech,428075,5311711,2633425,5.5,7.5,1.3,2.0,5.8
2824,Healthcare,GreenTech,250147,4418650,687608,2.3,3.3,8.5,7.0,6.4
2825,Finance,AI,838724,4088437,2681723,9.3,5.7,8.9,2.1,6.0
2826,Finance,Logistics,177099,2273667,1777515,7.4,3.5,8.2,7.8,2.6
2827,Retail,EdTech,301485,0,2444243,2.3,4.2,3.7,8.4,8.1
2828,Technology,GreenTech,780804,6115023,3303543,8.0,3.2,5.3,5.4,1.2
2829,Finance,Media,564714,3821511,2489730,3.0,8.7,5.2,5.2,2.9
2830,Technology,GreenTech,353362,4629675,2936720,6.0,5.1,8.7,4.9,2.6
2831,Entertainment,Media,447337,0,0,3.6,5.0,3.7,9.9,1.2
2832,Real Estate,FinTech,706961,509969,321869,3.5,5.5,2.7,9.5,3.1
2833,Real Estate,Medical,130295,2773411,2027009,7.4,3.3,3.7,1.1,1.7
2834,Transportation,AI,578246,5829475,0,1.6,3.9,2.5,1.0,2.7
2835,Finance,AI,686507,3220125,4472088,2.4,3.5,1.8,0.7,0.8
2836,Entertainment,Property,289743,9501277,4458261,3.1,1.2,7.7,3.8,2.6
2837,Environment,AI,552020,0,2329344,9.1,2.5,4.1,6.9,1.6
2838,Retail,FinTech,317606,8879005,3753213,4.8,9.0,6.0,7.6,9.4
2839,Healthcare,Property,338890,0,4540095,5.6,4.0,4.8,0.3,0.6
2840,Healthcare,AI,310386,3224628,4539446,7.0,2.8,9.9,0.7,0.3
2841,Education,FinTech,765795,3678755,2372727,6.4,8.7,2.6,8.5,6.2
2842,Technology,FinTech,863544,4094099,1910446,3.3,4.0,8.2,4.5,1.6
2843,Environment,Media,351853,5542252,3840621,9.9,1.7,4.0,4.4,2.1
2844,Healthcare,Property,103220,4075434,1362015,8.2,6.2,6.6,5.7,7.5
2845,Retail,Medical,168064,0,0,6.6,1.6,6.6,1.0,8.6
2846,Transportation,Logistics,441522,1244494,2056578,7.1,4.0,5.2,2.8,1.7
2847,Finance,Property,736474,2813256,4502698,8.4,4.0,9.7,6.1,8.2
2848,Retail,E-commerce,189204,7763346,2096176,7.2,2.4,6.6,8.2,2.7
2849,Entertainment,E-commerce,943338,6842423,1509228,6.6,7.0,8.3,8.2,7.7
2850,Finance,GreenTech,466452,8011077,1364732,2.3,1.3,1.3,9.9,8.5
2851,Real Estate,FinTech,460692,1608266,4461386,5.2,2.0,6.7,7.8,6.0
2852,Education,Medical,839343,7310233,1835633,5.2,4.4,9.0,4.5,4.6
2853,Finance,FinTech,124465,7079344,2922140,9.5,4.1,2.6,9.5,9.4
2854,Retail,GreenTech,275976,9913928,2463207,7.7,2.2,8.6,5.7,7.8
2855,Retail,Media,493004,9250591,0,2.1,3.7,1.3,2.8,6.2
2856,Entertainment,Logistics,506866,9910797,0,5.8,4.4,9.4,9.4,5.6
2857,Healthcare,E-commerce,159322,0,1519569,4.5,6.4,9.3,1.0,9.4
2858,Entertainment,E-commerce,344328,7761687,2393488,1.6,6.3,9.6,6.2,3.8
2859,Education,Property,879193,6421568,1771963,3.7,2.0,1.6,4.3,2.9
2860,Healthcare,EdTech,816308,9817770,2520668,9.3,5.4,8.0,2.7,2.1
2861,Technology,Medical,117714,0,525872,7.8,3.1,2.2,4.6,8.7
2862,Technology,Media,551710,2605540,0,7.8,8.8,7.3,8.6,7.2
2863,Finance,Media,932455,6264790,813698,3.4,6.3,9.9,2.1,7.8
2864,Retail,GreenTech,471821,9746120,0,2.7,4.3,2.5,0.1,0.1
2865,Technology,Logistics,825673,4266665,0,7.3,7.3,2.6,8.3,6.1
2866,Finance,Logistics,535114,8627491,4424810,9.4,4.4,7.7,3.7,9.0
2867,Retail,AI,551481,0,3027673,6.9,3.5,5.9,0.3,0.7
2868,Technology,GreenTech,948117,5270026,3574000,1.6,6.4,5.6,9.6,2.2
2869,Entertainment,AI,505590,3736525,570118,7.5,6.3,8.0,0.3,0.3
2870,Healthcare,EdTech,213956,8069941,2264626,7.7,6.7,5.8,9.6,5.5
2871,Technology,E-commerce,218481,4364249,1997208,5.8,4.7,5.7,0.9,0.8
2872,Healthcare,AI,106197,9923852,4045921,1.5,9.9,4.1,8.5,8.2
2873,Environment,GreenTech,323448,4660123,4020694,1.9,5.6,8.6,3.8,6.9
2874,Entertainment,Media,493615,7711806,600359,7.5,5.6,8.7,0.3,0.6
2875,Technology,EdTech,251977,3090151,0,4.6,2.9,7.5,2.1,3.8
2876,Technology,Media,904913,7905242,2094906,4.8,2.8,5.0,4.0,4.6
2877,Entertainment,FinTech,972587,3726345,2618898,9.9,2.1,6.5,8.6,6.0
2878,Real Estate,E-commerce,186654,0,439123,8.4,8.1,3.8,5.7,5.2
2879,Entertainment,EdTech,238961,0,964400,5.2,8.2,6.4,1.4,2.7
2880,Transportation,Logistics,203602,1737349,2762189,3.8,2.6,3.9,1.0,6.0
2881,Real Estate,FinTech,398441,8804451,4547228,1.9,8.5,7.3,0.8,0.0
2882,Entertainment,FinTech,568154,7794360,0,1.9,8.7,3.9,3.3,1.6
2883,Technology,E-commerce,562968,0,4522656,6.0,3.6,7.8,0.3,0.2
2884,Transportation,AI,615389,5119964,0,7.5,7.8,5.2,5.9,6.1
2885,Healthcare,Property,621802,605812,1804989,3.5,8.5,5.2,4.4,1.8
2886,Healthcare,EdTech,498085,7878873,0,2.6,8.5,6.0,6.3,1.4
2887,Real Estate,GreenTech,412743,6130132,4916318,9.2,9.7,7.4,7.6,2.8
2888,Transportation,Medical,126510,8529278,3022276,6.2,2.8,5.4,9.6,6.4
2889,Finance,Property,693613,6623111,608650,5.6,8.1,4.9,10.0,7.0
2890,Retail,AI,803085,9041236,1847414,9.3,5.1,4.1,7.2,7.4
2891,Real Estate,Media,300109,4889828,4310846,4.1,6.4,1.4,3.6,2.0
2892,Healthcare,Property,177097,0,390911,6.0,8.3,9.5,8.4,3.4
2893,Technology,AI,539034,0,0,6.6,7.0,6.7,7.1,9.6
2894,Technology,Logistics,611920,0,321111,7.2,2.1,8.7,2.8,7.0
2895,Environment,Logistics,421988,1785532,3567705,9.7,8.8,1.4,6.5,5.9
2896,Healthcare,AI,735998,8602258,0,4.8,5.7,1.9,2.2,2.6
2897,Finance,AI,573418,9943062,1458591,3.0,9.8,9.7,8.1,5.4
2898,Technology,EdTech,820017,4999521,2981368,7.9,6.2,1.9,7.5,3.0
2899,Technology,AI,187641,657551,900253,8.3,5.5,8.8,8.4,8.8
2900,Real Estate,Medical,584505,2237738,4786704,3.4,9.5,6.0,1.3,5.7
2901,Real Estate,Property,422629,3725083,3450113,4.6,5.2,9.6,7.3,7.9
2902,Retail,FinTech,244851,1553969,3392561,9.5,6.5,3.0,2.1,1.1
2903,Retail,E-commerce,393736,1025835,1323422,7.8,1.4,2.0,7.3,7.7
2904,Retail,EdTech,799832,1866224,4869215,8.0,8.2,6.3,9.9,8.0
2905,Real Estate,Logistics,239435,0,3229684,2.4,6.6,6.5,5.6,1.1
2906,Transportation,GreenTech,653264,2503736,4885170,8.3,5.1,8.6,9.0,1.1
2907,Environment,Media,124430,1447481,933253,8.3,8.7,9.6,8.1,8.4
2908,Technology,Logistics,560645,2801583,0,3.5,7.4,3.5,8.2,5.4
2909,Healthcare,Media,807381,7466528,2208531,5.7,6.0,9.0,6.7,7.4
2910,Entertainment,EdTech,380062,5038627,2029063,8.3,6.6,3.9,9.1,7.5
2911,Environment,E-commerce,550830,3815362,1129349,8.8,9.3,9.8,2.6,3.6
2912,Technology,Medical,703735,8941254,2168590,5.1,7.3,8.3,0.0,0.0
2913,Finance,AI,768558,6101429,4415873,3.2,4.8,9.7,4.9,9.8
2914,Transportation,Medical,819105,4352812,3868116,9.9,2.5,9.5,1.0,0.2
2915,Transportation,EdTech,932413,9073707,1010737,6.3,2.3,8.9,0.7,0.8
2916,Retail,Property,386962,3410422,2888661,9.4,6.3,3.5,8.7,3.5
2917,Retail,GreenTech,142241,7442901,3809751,4.7,7.3,2.6,6.5,9.4
2918,Retail,Media,443686,6829752,1817984,6.3,6.6,8.6,3.2,3.2
2919,Real Estate,EdTech,807203,0,2461290,4.2,5.6,7.9,1.3,9.1
2920,Healthcare,Logistics,514500,5081925,3823645,7.2,4.6,9.3,8.6,6.4
2921,Retail,AI,571104,7995058,0,1.7,7.3,3.9,6.5,7.2
2922,Environment,FinTech,209106,9425813,4714748,7.6,3.2,7.3,1.2,8.3
2923,Retail,Medical,957894,8114432,4084372,2.9,6.9,8.1,0.2,0.6
2924,Education,Media,901373,5412764,4271786,1.5,5.7,7.2,7.0,6.4
2925,Entertainment,Property,614592,9706709,0,1.6,8.4,4.3,7.0,4.3
2926,Entertainment,Logistics,815248,7393106,4661834,9.2,4.1,9.1,0.7,0.4
2927,Transportation,Property,500398,6689164,3681508,7.4,7.3,2.4,3.2,2.3
2928,Finance,Media,352833,6745660,4867217,9.0,7.3,6.4,7.8,7.1
2929,Retail,FinTech,638859,7007285,1670076,8.4,9.4,2.9,8.8,1.8
2930,Technology,E-commerce,991745,3850698,0,5.3,3.8,9.0,9.1,3.7
2931,Environment,Medical,525564,3648667,2316561,5.4,7.4,7.3,4.1,5.7
2932,Finance,EdTech,492838,3241708,1558057,9.8,2.0,1.9,2.0,6.4
2933,Entertainment,Logistics,962596,0,2789937,2.9,2.4,6.7,2.3,8.7
2934,Environment,GreenTech,984458,6303822,0,1.0,6.1,2.5,5.7,4.4
2935,Finance,GreenTech,117056,9681706,4131968,2.1,2.2,5.5,3.6,5.9
2936,Education,FinTech,252992,8278985,4121636,6.2,3.4,8.7,3.3,4.8
2937,Retail,GreenTech,963418,5667605,1156817,3.0,8.3,5.2,3.5,7.1
2938,Education,Media,753939,9556018,3736031,3.5,6.2,4.4,9.9,6.7
2939,Technology,EdTech,897985,2215205,0,9.6,3.4,1.5,6.3,1.7
2940,Retail,Property,436199,9891775,3427287,5.1,1.7,2.7,5.5,6.2
2941,Education,EdTech,810887,9779028,0,3.8,7.0,6.0,1.6,8.0
2942,Environment,E-commerce,804419,2656717,4152067,7.1,2.2,6.4,1.0,0.8
2943,Transportation,Property,802485,2438941,969086,7.9,7.1,3.4,1.0,8.6
2944,Real Estate,E-commerce,973414,1151956,2365357,9.5,3.6,4.7,1.9,8.8
2945,Environment,EdTech,268188,1828994,4920212,6.0,9.8,2.7,0.6,0.0
2946,Finance,Logistics,786769,8615863,4162353,7.4,9.3,1.9,6.5,4.8
2947,Transportation,AI,156569,7862646,4137188,8.0,1.2,6.0,5.4,1.5
2948,Entertainment,Property,197161,6392712,0,2.5,4.9,4.4,8.0,4.1
2949,Real Estate,EdTech,365830,9869496,2223422,8.8,1.2,4.6,2.3,9.6
2950,Education,AI,582146,5027037,3243709,3.2,6.8,2.6,2.6,6.6
2951,Entertainment,EdTech,903856,7011935,3743408,5.8,7.4,5.1,5.2,7.5
2952,Healthcare,Media,753322,6020746,158823,3.5,9.8,6.4,7.1,5.8
2953,Real Estate,FinTech,252107,2516964,2661221,8.9,9.9,7.9,7.8,8.6
2954,Transportation,EdTech,303540,6597100,1277553,4.7,6.9,5.8,5.1,7.1
2955,Education,Logistics,207936,9301845,1291501,8.1,3.0,4.6,4.6,2.8
2956,Retail,FinTech,788496,3327525,2737616,9.1,7.5,5.9,0.5,0.6
2957,Transportation,FinTech,703340,4281254,3630060,4.2,9.0,8.5,4.0,2.5
2958,Environment,EdTech,895088,0,2026740,6.3,3.2,1.5,5.4,5.5
2959,Technology,Medical,276688,7763201,1989176,1.2,6.7,1.3,2.4,1.9
2960,Real Estate,FinTech,606192,685607,1670388,2.3,3.0,5.6,0.1,0.8
2961,Retail,EdTech,367440,815665,1580124,5.9,4.0,1.7,8.0,8.2
2962,Education,Logistics,713146,1664789,2745191,6.1,1.6,2.8,8.0,9.4
2963,Healthcare,Property,730914,7848210,3933283,8.5,8.9,8.4,2.5,2.1
2964,Healthcare,AI,554644,0,1541874,9.1,3.7,7.3,8.6,2.8
2965,Education,Property,864596,2475022,3825273,6.6,5.1,7.8,0.2,0.7
2966,Entertainment,FinTech,296749,3661503,4218145,4.6,9.1,5.7,4.3,7.9
2967,Real Estate,GreenTech,573712,670344,4616208,6.5,2.9,7.0,9.5,3.4
2968,Finance,GreenTech,278837,3248991,455454,8.3,4.1,2.6,6.0,1.3
2969,Real Estate,Property,917067,7790262,3261746,5.1,2.7,5.1,5.1,7.2
2970,Retail,Property,715914,0,0,9.7,3.2,5.6,7.7,3.6
2971,Real Estate,Medical,172282,8418137,0,5.1,9.0,7.2,9.1,7.3
2972,Technology,E-commerce,453149,0,0,1.9,1.0,4.8,7.0,9.3
2973,Finance,GreenTech,245318,6325691,0,2.2,5.9,1.0,8.3,1.1
2974,Healthcare,FinTech,510353,6489976,881281,8.6,3.7,2.8,9.9,1.6
2975,Transportation,Medical,690531,3008003,918284,2.8,5.8,1.8,3.0,4.4
2976,Healthcare,FinTech,188304,3369333,3039123,7.1,8.1,4.5,2.4,4.9
2977,Technology,E-commerce,999510,9559221,4488343,6.6,4.9,5.5,3.9,7.4
