id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
2073,Transportation,AI,17250,119500,5639,20,45,341143,46,30302,85462941,средний опыт,высокий,средняя конкуренция,высокое влияние,низкий спрос
2074,Energy,TravelTech,19750,26000,10880,4,46,218414,11,520038,4967804,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
2075,Entertainment,EnergyTech,51250,90500,27672,1,50,828079,2,892563,30005846,эксперты,низкий,низкая конкуренция,среднее влияние,средний спрос
2076,Healthcare,E-commerce,19750,176500,6088,18,12,896635,27,34725,89411030,эксперты,средний,средняя конкуренция,низкое влияние,высокий спрос
2077,Environment,Biotech,6000,157000,20254,12,37,347160,94,837661,62315374,средний опыт,высокий,высокая конкуренция,высокое влияние,средний спрос
2078,Education,Cybersecurity,18500,58000,36249,3,8,50387,2,299340,18502706,эксперты,низкий,средняя конкуренция,низкое влияние,низкий спрос
2079,Fashion,FinTech,7250,167500,37184,7,19,857734,74,737100,26755107,новички,высокий,высокая конкуренция,низкое влияние,средний спрос
2080,Technology,Media,63000,54000,2038,1,47,738489,5,307710,40434360,новички,высокий,средняя конкуренция,высокое влияние,средний спрос
2081,Real Estate,SpaceTech,63250,114500,41111,13,3,48060,84,784165,47337967,средний опыт,высокий,высокая конкуренция,низкое влияние,средний спрос
2082,Food,Medical,40750,100000,32801,2,12,444839,60,195747,56054126,эксперты,средний,высокая конкуренция,среднее влияние,средний спрос
2083,Real Estate,EdTech,52250,51000,7147,18,49,346807,6,639932,69831165,средний опыт,высокий,низкая конкуренция,высокое влияние,высокий спрос
2084,Real Estate,FashionTech,65250,199000,29258,19,14,255040,39,956994,18337420,средний опыт,низкий,средняя конкуренция,низкое влияние,низкий спрос
2085,Finance,EnergyTech,38750,18500,4180,9,47,909023,16,215343,6112429,средний опыт,высокий,высокая конкуренция,низкое влияние,средний спрос
2086,Healthcare,GreenTech,7750,65500,14882,8,29,800277,14,156477,82939274,эксперты,высокий,средняя конкуренция,среднее влияние,средний спрос
2087,Environment,EdTech,83000,113000,37320,14,46,748095,30,739387,3953020,средний опыт,средний,высокая конкуренция,низкое влияние,средний спрос
2088,Technology,Property,89000,174500,48257,1,2,883452,59,832484,49996279,средний опыт,низкий,высокая конкуренция,высокое влияние,средний спрос
2089,Entertainment,SpaceTech,1250,110000,30784,13,12,907562,55,905869,95944468,средний опыт,высокий,высокая конкуренция,низкое влияние,средний спрос
2090,Biotech,AI,78750,67000,38485,3,40,935698,70,920687,13390861,средний опыт,высокий,низкая конкуренция,среднее влияние,низкий спрос
2091,Energy,Logistics,62250,95000,34107,1,15,517113,83,504814,84796367,новички,низкий,низкая конкуренция,высокое влияние,высокий спрос
2092,Biotech,Biotech,13750,113000,13637,3,41,91348,78,522991,42705206,средний опыт,средний,высокая конкуренция,среднее влияние,низкий спрос
2093,Healthcare,Logistics,57250,76500,36057,9,28,727298,63,140440,92484298,новички,высокий,низкая конкуренция,низкое влияние,средний спрос
2094,Technology,FoodTech,62750,171500,46756,19,40,168857,36,824754,78661139,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
2095,Retail,E-commerce,36500,65500,4078,8,10,355649,26,184482,46462589,новички,высокий,высокая конкуренция,высокое влияние,низкий спрос
2096,Transportation,TravelTech,15250,109000,4591,1,26,449773,74,875225,50390281,новички,средний,средняя конкуренция,низкое влияние,средний спрос
2097,Technology,AI,21000,190000,11365,19,27,125543,52,170431,72135871,эксперты,средний,низкая конкуренция,низкое влияние,средний спрос
2098,Entertainment,Cybersecurity,31500,61500,13924,17,9,484742,65,334174,43054750,эксперты,высокий,низкая конкуренция,среднее влияние,высокий спрос
2099,Finance,Medical,5000,188000,45041,13,27,348986,13,432609,2977234,новички,средний,высокая конкуренция,низкое влияние,низкий спрос
2100,Energy,GreenTech,82500,110500,15991,12,25,394851,98,927564,63860012,новички,высокий,средняя конкуренция,высокое влияние,высокий спрос
2101,Retail,E-commerce,8250,20500,38527,20,29,236450,7,634434,37544856,новички,средний,низкая конкуренция,среднее влияние,низкий спрос
2102,Fashion,Media,28000,56500,38592,5,35,215863,88,725825,32653323,новички,низкий,средняя конкуренция,низкое влияние,средний спрос
2103,Education,Biotech,34250,123000,8432,18,35,908659,20,674411,34952510,эксперты,низкий,средняя конкуренция,низкое влияние,низкий спрос
2104,Space,E-commerce,3750,149000,20512,4,3,557050,89,545929,1347909,новички,средний,средняя конкуренция,низкое влияние,низкий спрос
2105,Real Estate,Cybersecurity,62000,155500,12848,15,43,245349,64,337455,97818892,новички,средний,низкая конкуренция,среднее влияние,высокий спрос
2106,Real Estate,Biotech,54000,114500,10226,2,11,68145,72,64183,76041061,средний опыт,высокий,средняя конкуренция,низкое влияние,высокий спрос
2107,Finance,EnergyTech,62250,55500,43597,18,38,721392,5,125768,75826317,новички,средний,высокая конкуренция,среднее влияние,средний спрос
2108,Retail,FoodTech,73250,194500,9110,15,26,99219,60,931375,5701054,новички,низкий,средняя конкуренция,низкое влияние,низкий спрос
2109,Education,Medical,57750,136000,27999,5,5,449274,64,765495,40956318,новички,средний,средняя конкуренция,высокое влияние,средний спрос
2110,Retail,EdTech,42750,118500,20279,18,32,869172,32,799811,59079571,эксперты,низкий,средняя конкуренция,среднее влияние,средний спрос
2111,Food,Cybersecurity,70500,160000,18973,8,26,471189,97,141178,38433916,новички,высокий,высокая конкуренция,среднее влияние,высокий спрос
2112,Energy,EnergyTech,750,44500,40607,1,38,340111,23,825217,95702582,средний опыт,высокий,высокая конкуренция,среднее влияние,низкий спрос
2113,Entertainment,SpaceTech,43000,114000,3184,4,40,837006,83,483748,55377942,новички,низкий,средняя конкуренция,низкое влияние,высокий спрос
2114,Fashion,Cybersecurity,93750,135000,29244,10,26,609676,63,488114,83872158,эксперты,средний,низкая конкуренция,низкое влияние,средний спрос
2115,Entertainment,Cybersecurity,21250,30500,49876,8,37,588411,56,64966,25643219,эксперты,средний,средняя конкуренция,высокое влияние,низкий спрос
2116,Retail,Property,95500,15500,37271,11,34,231227,65,93196,40243673,новички,высокий,высокая конкуренция,среднее влияние,высокий спрос
2117,Energy,E-commerce,78000,197500,22408,10,33,566738,17,858553,83963767,средний опыт,высокий,низкая конкуренция,высокое влияние,средний спрос
2118,Healthcare,Media,60000,86000,47994,1,6,729861,32,915551,43645858,эксперты,низкий,средняя конкуренция,высокое влияние,средний спрос
2119,Entertainment,FashionTech,80500,67500,39558,6,18,378119,48,886796,91286607,средний опыт,средний,низкая конкуренция,среднее влияние,средний спрос
2120,Entertainment,FoodTech,79500,178500,28048,17,13,690955,33,710902,97687651,эксперты,низкий,средняя конкуренция,высокое влияние,низкий спрос
2121,Food,GreenTech,51750,110000,22334,3,19,725833,78,97602,5021839,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
2122,Environment,EnergyTech,70750,36000,13337,2,35,857232,56,677736,55685095,эксперты,высокий,средняя конкуренция,высокое влияние,средний спрос
2123,Finance,EdTech,53750,195500,19758,11,6,186157,68,193711,75023631,новички,высокий,высокая конкуренция,среднее влияние,средний спрос
2124,Finance,Logistics,50000,165000,7458,8,23,90978,21,487941,41921067,новички,средний,высокая конкуренция,низкое влияние,средний спрос
2125,Environment,GreenTech,25500,79000,20673,11,44,530078,62,405548,81975999,новички,средний,высокая конкуренция,низкое влияние,высокий спрос
2126,Travel,Property,41250,106500,48695,3,29,609345,67,870551,45913882,средний опыт,средний,высокая конкуренция,среднее влияние,высокий спрос
2127,Healthcare,AI,17500,83500,45691,8,22,405003,2,477521,17777830,эксперты,средний,низкая конкуренция,низкое влияние,средний спрос
2128,Energy,Property,72000,189000,20463,2,29,669145,97,293057,31611985,эксперты,низкий,средняя конкуренция,среднее влияние,средний спрос
2129,Healthcare,EnergyTech,1500,146000,17787,13,26,646710,37,698686,32086148,эксперты,средний,средняя конкуренция,высокое влияние,высокий спрос
2130,Food,Cybersecurity,62750,137500,34343,2,37,993475,51,496565,95808526,средний опыт,высокий,высокая конкуренция,низкое влияние,низкий спрос
2131,Education,AI,2250,103500,4246,19,33,211111,52,966033,41487400,новички,средний,низкая конкуренция,низкое влияние,средний спрос
2132,Entertainment,EnergyTech,83500,45000,32357,18,20,717599,86,758350,49269939,средний опыт,высокий,низкая конкуренция,низкое влияние,низкий спрос
2133,Education,E-commerce,86000,87000,29065,5,18,530720,98,813779,89116671,новички,низкий,высокая конкуренция,среднее влияние,низкий спрос
2134,Fashion,Cybersecurity,93750,100000,32193,14,38,336087,78,312790,47786628,средний опыт,высокий,средняя конкуренция,низкое влияние,высокий спрос
2135,Finance,Property,38750,141500,49311,14,32,492001,29,115401,24463990,новички,средний,высокая конкуренция,высокое влияние,высокий спрос
2136,Entertainment,Property,86750,197000,14292,15,30,460018,93,2421,28651364,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
2137,Food,FinTech,51250,156500,34769,2,43,220071,49,376415,58757609,новички,низкий,средняя конкуренция,высокое влияние,высокий спрос
2138,Entertainment,Biotech,48250,29000,41388,2,18,425565,35,313874,22517577,средний опыт,низкий,высокая конкуренция,низкое влияние,низкий спрос
2139,Space,FashionTech,14250,29000,12710,14,42,56523,86,112554,35848424,средний опыт,высокий,низкая конкуренция,высокое влияние,средний спрос
2140,Retail,EdTech,18000,2500,23107,5,26,326068,26,421524,7298855,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
2141,Real Estate,Media,84250,134500,43589,14,25,134078,47,407928,72527313,средний опыт,низкий,высокая конкуренция,высокое влияние,низкий спрос
2142,Transportation,Logistics,87250,22000,44167,17,41,475695,76,907373,38297324,эксперты,низкий,низкая конкуренция,высокое влияние,высокий спрос
2143,Retail,Cybersecurity,48250,126000,26962,18,13,726591,55,793434,38051676,средний опыт,средний,средняя конкуренция,высокое влияние,высокий спрос
2144,Finance,AI,24750,58000,30481,9,43,953654,92,209244,23517280,эксперты,низкий,высокая конкуренция,низкое влияние,низкий спрос
2145,Healthcare,TravelTech,96250,67000,3080,5,4,154278,26,555947,21531642,новички,высокий,низкая конкуренция,среднее влияние,высокий спрос
2146,Food,GreenTech,59000,109500,14359,11,29,337868,45,239882,59524868,эксперты,средний,высокая конкуренция,среднее влияние,средний спрос
2147,Real Estate,Media,11250,186000,5446,8,4,256068,55,470906,21381241,эксперты,средний,высокая конкуренция,среднее влияние,высокий спрос
2148,Food,FinTech,12000,3500,38970,16,12,461818,70,796050,53263990,эксперты,высокий,высокая конкуренция,низкое влияние,низкий спрос
2149,Technology,Media,50000,180500,35698,5,5,502649,60,361753,65375127,средний опыт,средний,низкая конкуренция,низкое влияние,низкий спрос
2150,Finance,Medical,41250,152500,14175,7,47,102233,83,413299,57055922,эксперты,высокий,низкая конкуренция,среднее влияние,средний спрос
2151,Fashion,FinTech,65500,190000,46254,16,1,929310,29,640265,32644219,средний опыт,низкий,высокая конкуренция,высокое влияние,низкий спрос
2152,Retail,Cybersecurity,16750,100500,25359,17,18,296464,9,120558,27367790,средний опыт,высокий,высокая конкуренция,высокое влияние,низкий спрос
2153,Energy,TravelTech,58750,163000,47171,7,30,351934,8,647262,58070009,средний опыт,высокий,средняя конкуренция,среднее влияние,высокий спрос
2154,Real Estate,EnergyTech,1250,55500,6694,18,6,775038,7,342773,87397818,новички,средний,средняя конкуренция,высокое влияние,средний спрос
2155,Entertainment,Biotech,98750,112000,49841,5,4,902496,17,103970,43893686,эксперты,низкий,низкая конкуренция,высокое влияние,низкий спрос
2156,Healthcare,Property,66250,1000,3784,17,39,659000,94,147077,10760991,средний опыт,средний,низкая конкуренция,низкое влияние,средний спрос
2157,Food,AI,78000,145000,36451,11,16,41095,60,714145,78506033,эксперты,низкий,средняя конкуренция,среднее влияние,средний спрос
2158,Finance,EnergyTech,18250,183000,9711,3,20,705308,34,407022,85271230,эксперты,высокий,средняя конкуренция,высокое влияние,низкий спрос
2159,Entertainment,EdTech,44250,107000,32391,9,6,83187,46,708257,21174053,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
2160,Biotech,Biotech,72000,150500,13749,9,26,952870,14,906796,91668512,средний опыт,низкий,высокая конкуренция,высокое влияние,низкий спрос
2161,Biotech,FashionTech,17250,178000,12271,5,21,175231,62,440479,51216042,эксперты,средний,высокая конкуренция,низкое влияние,высокий спрос
2162,Education,Cybersecurity,91000,5500,10132,17,7,882693,84,568081,55197718,эксперты,низкий,средняя конкуренция,среднее влияние,высокий спрос
2163,Finance,Medical,42750,38500,1090,20,35,759376,2,798984,11935241,эксперты,высокий,высокая конкуренция,высокое влияние,средний спрос
2164,Environment,Property,77750,194000,30373,12,37,443378,25,935959,73063028,новички,низкий,высокая конкуренция,высокое влияние,высокий спрос
2165,Biotech,Logistics,26000,124500,32360,17,22,595787,14,667017,93681563,средний опыт,средний,средняя конкуренция,низкое влияние,средний спрос
2166,Real Estate,EnergyTech,89000,74500,3303,5,21,639628,32,607250,14519368,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
2167,Space,FoodTech,49750,44500,21831,15,30,20162,37,915235,95576472,эксперты,низкий,высокая конкуренция,низкое влияние,высокий спрос
2168,Space,TravelTech,54750,87000,10071,18,31,77813,59,897481,66933659,эксперты,высокий,высокая конкуренция,высокое влияние,высокий спрос
2169,Healthcare,FinTech,85500,134500,42648,2,38,731645,82,422912,19124403,средний опыт,средний,высокая конкуренция,высокое влияние,высокий спрос
2170,Finance,TravelTech,20250,33000,12176,8,37,126232,46,323442,17733785,средний опыт,высокий,низкая конкуренция,высокое влияние,высокий спрос
2171,Technology,SpaceTech,35750,14500,23039,1,33,63808,72,679510,82119955,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
2172,Entertainment,Media,93000,84500,2812,15,15,142444,41,777615,72211994,средний опыт,низкий,низкая конкуренция,высокое влияние,средний спрос
2173,Energy,AI,91250,146500,36595,7,37,26756,70,538388,97856939,средний опыт,высокий,низкая конкуренция,среднее влияние,высокий спрос
2174,Transportation,EdTech,9000,190500,22567,12,12,180190,12,323312,89933173,новички,высокий,низкая конкуренция,среднее влияние,низкий спрос
2175,Healthcare,SpaceTech,13250,7000,7472,9,32,707620,79,184642,47704709,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
2176,Food,EdTech,41250,160500,4148,10,33,868488,59,427475,51122976,средний опыт,средний,средняя конкуренция,низкое влияние,высокий спрос
2177,Food,GreenTech,21000,131500,21517,3,3,265459,85,773365,14474636,средний опыт,высокий,низкая конкуренция,среднее влияние,средний спрос
2178,Healthcare,Property,77750,37000,35329,4,14,618265,14,920434,1943637,новички,низкий,высокая конкуренция,низкое влияние,средний спрос
2179,Real Estate,TravelTech,12500,152000,32162,12,50,631621,61,475907,92919326,средний опыт,средний,высокая конкуренция,высокое влияние,низкий спрос
2180,Retail,Medical,92750,92000,3295,16,7,734244,20,534399,25328060,новички,низкий,средняя конкуренция,среднее влияние,высокий спрос
2181,Food,Medical,39500,4000,30972,10,14,650658,8,880917,87206321,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
2182,Space,EnergyTech,25500,189000,33458,10,9,790238,21,446693,28464033,новички,средний,низкая конкуренция,среднее влияние,средний спрос
2183,Space,Media,93750,146500,33877,13,32,709883,74,192678,2999415,новички,низкий,высокая конкуренция,высокое влияние,средний спрос
2184,Environment,Cybersecurity,49500,36500,11142,6,49,123728,36,765221,34718062,новички,низкий,средняя конкуренция,высокое влияние,средний спрос
2185,Transportation,E-commerce,64750,189000,11286,12,29,923902,37,98073,80993388,эксперты,средний,средняя конкуренция,среднее влияние,средний спрос
2186,Technology,Cybersecurity,23500,2000,42759,10,49,191749,4,766671,78250728,эксперты,средний,высокая конкуренция,низкое влияние,высокий спрос
2187,Biotech,Cybersecurity,20000,59500,40798,2,42,69740,29,104683,42385518,средний опыт,средний,высокая конкуренция,высокое влияние,низкий спрос
2188,Real Estate,E-commerce,87000,118500,30321,7,25,371676,4,458094,16539495,новички,высокий,высокая конкуренция,низкое влияние,низкий спрос
2189,Fashion,FinTech,11750,173500,15351,16,17,334491,10,16679,94711906,средний опыт,высокий,низкая конкуренция,среднее влияние,высокий спрос
2190,Healthcare,EdTech,11750,187500,35294,9,27,390274,63,691286,81572382,новички,высокий,средняя конкуренция,среднее влияние,средний спрос
2191,Technology,FoodTech,21000,185000,23017,12,13,843091,75,533051,58821592,эксперты,высокий,низкая конкуренция,низкое влияние,высокий спрос
2192,Energy,Biotech,22250,101500,45132,4,31,829039,17,250725,7035038,новички,средний,низкая конкуренция,среднее влияние,средний спрос
2193,Healthcare,EnergyTech,84500,177500,18576,19,29,632873,18,128993,21432734,эксперты,низкий,высокая конкуренция,низкое влияние,средний спрос
2194,Technology,Medical,61750,1500,25896,8,22,358931,83,322234,5377184,средний опыт,высокий,низкая конкуренция,среднее влияние,средний спрос
2195,Healthcare,SpaceTech,81000,143000,1944,10,9,354229,8,776494,95494510,эксперты,средний,высокая конкуренция,среднее влияние,высокий спрос
2196,Entertainment,E-commerce,59000,52500,41997,7,26,910076,76,278910,97311896,новички,низкий,низкая конкуренция,среднее влияние,высокий спрос
2197,Space,FinTech,18500,80500,11524,2,26,215916,37,520274,63335271,новички,низкий,средняя конкуренция,низкое влияние,низкий спрос
2198,Entertainment,TravelTech,97250,150500,30802,15,12,811708,14,934193,48777767,эксперты,средний,средняя конкуренция,низкое влияние,средний спрос
2199,Transportation,Medical,39750,154500,16549,17,36,301785,5,67358,11017934,новички,средний,низкая конкуренция,среднее влияние,средний спрос
2200,Transportation,FashionTech,71000,175000,17408,10,18,328838,75,451220,78093994,новички,средний,средняя конкуренция,высокое влияние,высокий спрос
2201,Retail,EdTech,84500,100500,38794,18,6,392088,98,385243,7242548,средний опыт,высокий,низкая конкуренция,низкое влияние,высокий спрос
2202,Environment,Property,42750,192000,41154,7,32,838170,29,376823,3542873,новички,средний,высокая конкуренция,среднее влияние,средний спрос
2203,Fashion,EnergyTech,52000,9000,41394,3,49,504429,27,302672,14327525,новички,средний,высокая конкуренция,низкое влияние,низкий спрос
2204,Food,FoodTech,66250,74500,10658,14,8,798249,77,919719,31089391,эксперты,низкий,высокая конкуренция,высокое влияние,средний спрос
2205,Retail,TravelTech,91750,163000,23928,1,29,89748,31,594297,39265162,эксперты,средний,средняя конкуренция,низкое влияние,высокий спрос
2206,Energy,FashionTech,8750,179000,3270,14,16,910231,88,744280,93358590,средний опыт,средний,высокая конкуренция,среднее влияние,высокий спрос
2207,Education,EdTech,36500,82000,46984,18,28,712498,79,754076,45395180,новички,низкий,средняя конкуренция,низкое влияние,средний спрос
2208,Education,FoodTech,76000,149500,47234,15,7,334666,51,905193,15106634,средний опыт,высокий,средняя конкуренция,высокое влияние,высокий спрос
2209,Energy,Medical,25000,129000,41505,8,16,38006,13,37908,94390356,средний опыт,низкий,высокая конкуренция,высокое влияние,высокий спрос
2210,Retail,Biotech,63000,103000,12325,3,28,776004,83,32950,68598368,средний опыт,высокий,низкая конкуренция,высокое влияние,низкий спрос
2211,Entertainment,FashionTech,79750,52000,25446,19,32,382631,85,433398,86170431,средний опыт,низкий,высокая конкуренция,среднее влияние,низкий спрос
2212,Finance,FashionTech,60250,52000,20355,15,14,748830,83,388025,33418410,эксперты,низкий,средняя конкуренция,высокое влияние,средний спрос
2213,Technology,EnergyTech,98500,128500,37411,1,42,370871,5,963866,36535095,новички,средний,высокая конкуренция,низкое влияние,средний спрос
2214,Energy,Logistics,70250,142500,47493,20,3,89945,27,916869,42709387,новички,средний,высокая конкуренция,среднее влияние,низкий спрос
2215,Food,AI,11000,171000,13784,13,19,624637,82,771952,58591715,эксперты,средний,высокая конкуренция,высокое влияние,высокий спрос
2216,Biotech,SpaceTech,31500,102500,38905,4,35,742212,98,24550,68785820,новички,средний,высокая конкуренция,низкое влияние,средний спрос
2217,Real Estate,EdTech,29000,142500,37056,15,2,910921,31,536364,82339038,эксперты,средний,высокая конкуренция,низкое влияние,низкий спрос
2218,Travel,TravelTech,35500,22000,35594,5,47,138999,85,957536,98473108,средний опыт,низкий,низкая конкуренция,среднее влияние,низкий спрос
2219,Energy,Biotech,33750,184000,34731,16,4,599599,40,159751,60489702,эксперты,средний,низкая конкуренция,низкое влияние,низкий спрос
2220,Environment,FashionTech,73500,23500,21397,1,28,472823,9,325101,39710014,средний опыт,средний,низкая конкуренция,высокое влияние,высокий спрос
2221,Retail,Biotech,17000,14000,23312,5,9,484809,43,570096,8116106,новички,низкий,высокая конкуренция,высокое влияние,низкий спрос
2222,Retail,Media,49750,178500,33298,3,11,754152,55,684709,81481358,новички,низкий,высокая конкуренция,среднее влияние,низкий спрос
2223,Environment,Logistics,97000,180000,12059,7,20,239887,37,69020,40521503,средний опыт,низкий,средняя конкуренция,среднее влияние,высокий спрос
2224,Technology,FashionTech,44250,40000,45352,17,35,490586,21,541479,65723564,эксперты,высокий,средняя конкуренция,среднее влияние,высокий спрос
2225,Finance,Cybersecurity,58000,48500,3921,3,1,196897,17,815565,58390914,новички,средний,низкая конкуренция,высокое влияние,низкий спрос
2226,Education,EnergyTech,3250,75000,19379,1,28,879205,51,110181,55058590,новички,средний,средняя конкуренция,низкое влияние,средний спрос
2227,Biotech,FinTech,61750,25500,20576,16,7,633069,78,327695,15482442,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
2228,Education,EnergyTech,3500,177000,19146,7,14,516445,58,199565,24174850,средний опыт,средний,низкая конкуренция,среднее влияние,средний спрос
2229,Travel,GreenTech,14750,27500,43133,16,1,580750,53,797582,69807785,новички,высокий,средняя конкуренция,среднее влияние,средний спрос
2230,Transportation,FoodTech,87750,77500,31985,16,17,427582,69,633885,6626543,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
2231,Fashion,SpaceTech,42750,158500,31426,7,14,237883,82,662783,74390933,новички,средний,высокая конкуренция,высокое влияние,средний спрос
2232,Environment,FinTech,71500,131000,10541,16,36,436129,4,533626,99948029,эксперты,средний,высокая конкуренция,высокое влияние,низкий спрос
2233,Finance,FinTech,13250,17500,25001,12,7,98765,25,503867,26841979,эксперты,средний,средняя конкуренция,низкое влияние,высокий спрос
2234,Food,FoodTech,86250,45500,5010,12,13,185395,95,455376,64351188,новички,высокий,высокая конкуренция,высокое влияние,высокий спрос
2235,Fashion,GreenTech,71500,173000,35613,17,26,180688,18,117642,25216540,новички,высокий,низкая конкуренция,среднее влияние,низкий спрос
2236,Food,Property,99250,48000,2336,20,25,94903,73,86279,80696376,эксперты,низкий,средняя конкуренция,среднее влияние,высокий спрос
2237,Travel,EnergyTech,84250,175500,47544,12,12,659616,13,176323,65685139,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
2238,Retail,Biotech,54750,111500,47070,8,7,165346,57,558264,85416143,средний опыт,средний,средняя конкуренция,среднее влияние,высокий спрос
2239,Retail,EnergyTech,75750,198000,31490,8,46,994007,5,740491,8703200,эксперты,высокий,средняя конкуренция,низкое влияние,низкий спрос
2240,Technology,AI,89250,144500,12319,3,8,107436,44,749026,72942025,средний опыт,высокий,высокая конкуренция,низкое влияние,средний спрос
2241,Education,Media,24500,2500,41132,16,46,477024,100,283372,62332064,эксперты,низкий,средняя конкуренция,высокое влияние,средний спрос
2242,Education,Biotech,56250,157000,44321,18,21,979942,68,455062,72065756,эксперты,низкий,низкая конкуренция,низкое влияние,низкий спрос
2243,Entertainment,Media,97000,20500,33819,6,35,993785,53,413651,55684455,средний опыт,средний,средняя конкуренция,среднее влияние,средний спрос
2244,Travel,FinTech,36000,115500,10261,2,6,796484,34,400807,89928270,новички,средний,средняя конкуренция,низкое влияние,низкий спрос
2245,Security,Biotech,35750,124500,47010,13,23,929851,81,997423,82986633,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
2246,Energy,EdTech,32500,57000,31139,11,5,484902,10,977106,52595355,средний опыт,средний,средняя конкуренция,низкое влияние,высокий спрос
2247,Security,GreenTech,71250,143500,30945,6,18,245533,88,619899,20936412,средний опыт,средний,низкая конкуренция,среднее влияние,средний спрос
2248,Space,TravelTech,71000,152000,17346,2,48,723966,12,825838,40117962,средний опыт,высокий,высокая конкуренция,высокое влияние,средний спрос
2249,Food,Logistics,28750,111000,8670,2,20,204527,44,495532,9107302,эксперты,низкий,высокая конкуренция,низкое влияние,высокий спрос
2250,Fashion,FinTech,73750,192500,35226,7,29,785442,23,884212,35945160,новички,низкий,средняя конкуренция,низкое влияние,высокий спрос
2251,Real Estate,Media,8750,129000,9454,17,46,318756,75,30664,91919806,средний опыт,средний,низкая конкуренция,низкое влияние,высокий спрос
2252,Real Estate,Biotech,58750,173000,26320,7,34,363278,81,854901,7708291,эксперты,средний,низкая конкуренция,низкое влияние,высокий спрос
2253,Finance,EdTech,93000,107000,24303,2,13,446309,58,596632,96677869,новички,низкий,высокая конкуренция,высокое влияние,средний спрос
2254,Fashion,FoodTech,63250,66500,16550,1,26,404433,86,946914,2715240,эксперты,средний,средняя конкуренция,среднее влияние,высокий спрос
2255,Entertainment,TravelTech,93750,84500,22959,11,44,518325,63,709352,49650102,новички,низкий,средняя конкуренция,высокое влияние,средний спрос
2256,Real Estate,FinTech,29000,109500,24447,14,2,239645,26,217375,82468354,новички,средний,средняя конкуренция,низкое влияние,низкий спрос
2257,Technology,TravelTech,17750,137500,22257,9,50,640121,12,240300,24000002,новички,низкий,высокая конкуренция,среднее влияние,высокий спрос
2258,Entertainment,Property,42750,63500,13399,9,1,915988,30,524306,19305657,средний опыт,средний,высокая конкуренция,среднее влияние,средний спрос
2259,Travel,AI,98000,136000,39796,8,2,517448,55,505522,85309431,средний опыт,средний,низкая конкуренция,низкое влияние,высокий спрос
2260,Travel,GreenTech,500,13500,6576,13,5,206528,94,216337,88399169,новички,средний,низкая конкуренция,высокое влияние,низкий спрос
2261,Technology,Property,38250,75500,23542,12,20,90488,9,92174,97522831,средний опыт,высокий,средняя конкуренция,высокое влияние,низкий спрос
2262,Real Estate,Logistics,27250,54500,10746,10,20,506777,28,675314,2032829,эксперты,низкий,низкая конкуренция,высокое влияние,низкий спрос
2263,Food,FinTech,24500,180000,15710,13,33,453606,91,886608,53763750,эксперты,низкий,высокая конкуренция,среднее влияние,высокий спрос
2264,Space,EnergyTech,11000,31000,13834,18,1,585438,28,980000,92546238,средний опыт,низкий,средняя конкуренция,низкое влияние,высокий спрос
2265,Entertainment,GreenTech,59500,84000,15349,17,17,542895,65,152045,76332093,эксперты,высокий,низкая конкуренция,среднее влияние,низкий спрос
2266,Environment,EdTech,39000,166000,38994,18,38,62603,30,898110,15010239,новички,низкий,высокая конкуренция,высокое влияние,средний спрос
2267,Environment,Logistics,79500,109500,6735,1,38,902373,52,760792,57683555,эксперты,высокий,высокая конкуренция,высокое влияние,низкий спрос
2268,Real Estate,GreenTech,67500,24500,20546,19,6,932246,3,498453,60684204,средний опыт,высокий,низкая конкуренция,высокое влияние,средний спрос
2269,Travel,FinTech,3000,86500,30749,6,20,598830,39,48499,84122701,новички,низкий,средняя конкуренция,среднее влияние,низкий спрос
2270,Travel,EdTech,9500,87500,39132,10,42,513897,17,412637,39498528,эксперты,низкий,средняя конкуренция,высокое влияние,высокий спрос
2271,Security,SpaceTech,42250,60500,19934,19,19,140703,70,943585,53050952,новички,средний,низкая конкуренция,высокое влияние,высокий спрос
2272,Environment,AI,65750,127500,49065,3,37,896564,79,474036,8274512,средний опыт,средний,высокая конкуренция,высокое влияние,средний спрос
2273,Fashion,FashionTech,35250,20000,26126,9,35,664615,65,856486,73605076,эксперты,низкий,средняя конкуренция,среднее влияние,низкий спрос
2274,Finance,SpaceTech,98250,101000,19151,6,11,513794,65,211309,17376378,средний опыт,средний,низкая конкуренция,среднее влияние,низкий спрос
