id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
2465,Real Estate,Media,405546,5711416,4602801,7.5,3.5,2.3,6.1,5.9
2466,Real Estate,AI,192242,8491775,977098,7.7,7.0,9.8,2.6,1.7
2467,Transportation,Biotech,703844,0,2071743,3.2,6.1,8.4,7.4,6.5
2468,Healthcare,FashionTech,728267,0,2717053,3.7,7.8,6.7,9.5,3.9
2469,Energy,Biotech,962935,0,4610460,9.3,3.4,6.6,2.5,8.6
2470,Entertainment,Media,842310,7689652,4382859,1.6,3.6,8.8,0.2,0.3
2471,Energy,Medical,780353,0,437410,4.5,5.8,5.0,3.7,2.2
2472,Healthcare,EnergyTech,608041,0,1995291,4.6,5.6,4.8,3.1,1.6
2473,Biotech,SpaceTech,541418,2959537,380947,3.2,4.4,5.2,1.1,2.0
2474,Finance,FoodTech,646487,0,0,6.6,6.4,3.1,7.1,9.5
2475,Real Estate,E-commerce,664450,0,1487423,6.4,5.4,6.4,7.9,3.0
2476,Biotech,Medical,945744,3314205,0,8.4,9.0,7.9,1.0,0.0
2477,Environment,FashionTech,604750,0,3108768,3.0,7.9,2.5,5.8,6.9
2478,Transportation,Logistics,241529,7822770,2695806,3.2,7.0,2.5,8.7,5.8
2479,Space,TravelTech,463641,4988482,1935757,3.1,3.4,2.6,6.6,1.5
2480,Entertainment,Property,732649,5839914,0,9.0,3.1,6.4,7.2,7.3
2481,Entertainment,EnergyTech,145262,9394353,0,1.7,1.7,2.7,2.1,5.8
2482,Entertainment,Media,279948,2411021,4269313,4.5,3.3,6.0,8.5,9.4
2483,Finance,Property,140306,6992545,1305240,1.4,7.7,6.1,4.7,5.8
2484,Biotech,TravelTech,902235,4870855,3342856,7.3,7.1,3.0,4.1,4.9
2485,Biotech,FinTech,985153,9612052,3699963,6.0,7.7,1.9,6.6,7.7
2486,Energy,SpaceTech,161294,3991659,0,6.9,6.4,3.2,6.9,3.2
2487,Food,FinTech,709505,3603647,1096912,3.0,9.9,7.7,4.8,5.3
2488,Transportation,Cybersecurity,553216,5174130,4586497,4.7,2.6,9.4,4.5,4.4
2489,Travel,FinTech,372678,0,0,1.8,9.6,1.2,8.0,3.8
2490,Technology,FashionTech,778470,0,853376,7.9,7.3,6.9,4.7,7.9
2491,Food,Media,551045,8705985,4583524,2.0,9.2,7.1,5.0,3.1
2492,Finance,Property,833870,8091380,4795926,2.2,3.9,2.1,0.2,0.5
2493,Entertainment,Property,454554,8389749,4711092,5.3,3.8,8.6,5.8,4.4
2494,Biotech,FoodTech,683278,3576797,2464432,8.4,1.7,8.2,2.4,6.1
2495,Biotech,Logistics,569804,7305981,3323602,4.4,5.8,1.2,5.6,6.7
2496,Education,FashionTech,708310,6646038,3682056,1.8,1.0,7.5,6.7,7.0
2497,Technology,TravelTech,434010,9547878,950796,8.6,8.7,6.1,0.1,0.5
2498,Fashion,Property,773640,7103587,1338443,2.1,3.6,1.2,8.9,4.5
2499,Technology,AI,331262,9325489,1353460,5.2,6.2,6.1,5.7,5.7
2500,Biotech,TravelTech,201204,3152785,2796177,9.5,1.8,4.6,5.8,6.6
2501,Technology,EnergyTech,539803,0,4712197,3.1,6.6,2.5,1.9,3.9
2502,Food,FoodTech,456501,7670083,101539,9.3,7.0,3.0,0.1,1.0
2503,Finance,FinTech,894625,0,863354,6.1,9.0,4.3,6.9,7.7
2504,Finance,EdTech,844395,0,4067057,6.8,3.2,4.8,6.1,3.9
2505,Fashion,E-commerce,371443,778540,0,1.2,7.8,1.8,0.4,0.8
2506,Healthcare,AI,929801,4426301,2576848,4.8,2.0,4.1,5.8,8.3
2507,Entertainment,Property,839530,0,3227335,4.8,8.9,1.8,0.5,0.5
2508,Education,FoodTech,381562,5062009,2052563,3.5,4.7,5.4,9.2,9.4
2509,Technology,TravelTech,671597,5501622,3977077,1.2,6.6,5.0,9.6,1.7
2510,Travel,Media,869407,7076181,4086935,5.8,6.7,4.7,8.1,4.5
2511,Travel,Media,314784,4559398,0,4.3,4.3,5.4,7.8,4.3
2512,Healthcare,Medical,641452,9147780,1293036,5.5,2.8,4.9,6.6,4.4
2513,Entertainment,Property,785419,0,3342177,2.1,9.2,4.7,5.2,1.2
2514,Entertainment,E-commerce,270437,2177606,1257331,7.7,7.3,7.4,2.8,3.8
2515,Entertainment,TravelTech,348783,8935309,112956,9.2,4.7,1.1,1.1,3.7
2516,Biotech,Media,260799,7690102,2843540,5.7,8.6,8.8,1.3,7.9
2517,Technology,EdTech,208956,1461247,1601628,8.1,9.6,5.3,0.5,0.6
2518,Travel,GreenTech,435563,9589713,1123672,5.8,7.1,7.6,3.1,7.8
2519,Environment,E-commerce,571378,8627859,0,7.4,2.6,2.0,6.4,6.5
2520,Space,FinTech,181229,2208174,3362116,2.9,7.7,9.0,4.8,2.4
2521,Healthcare,AI,197863,7028311,2643234,7.3,8.2,9.7,7.2,6.8
2522,Environment,EnergyTech,347270,7775552,3059441,6.1,8.9,6.2,3.1,9.1
2523,Travel,SpaceTech,647287,7273497,3907675,6.2,6.0,9.4,1.2,10.0
2524,Fashion,Property,953710,0,2153099,7.3,8.8,3.2,8.2,8.0
2525,Real Estate,Cybersecurity,334876,3288147,0,1.3,1.1,6.1,0.6,0.2
2526,Environment,FinTech,733341,1042038,4157814,2.4,7.0,9.4,6.7,2.6
2527,Biotech,Property,995300,1853517,2734948,9.6,4.2,7.6,4.0,9.1
2528,Space,FoodTech,714472,1572274,1315634,1.1,2.2,6.3,0.4,1.0
2529,Fashion,EdTech,945997,2642155,272788,2.5,7.2,6.9,1.8,1.9
2530,Education,FinTech,207079,5287596,2815876,5.3,8.1,1.1,3.9,5.0
2531,Fashion,FashionTech,301253,8852296,4028891,4.9,2.2,7.8,0.3,0.1
2532,Travel,EdTech,387962,1468136,3320320,1.1,3.2,7.4,8.3,2.5
2533,Real Estate,EnergyTech,176636,4437681,1522268,4.5,8.2,6.0,2.4,9.1
2534,Retail,EdTech,185372,7271087,4004256,10.0,6.2,7.0,7.1,7.5
2535,Healthcare,Biotech,541713,9534955,4856327,7.5,8.5,4.5,0.9,0.1
2536,Energy,FashionTech,547023,7519576,1150028,4.5,2.2,8.8,3.3,9.1
2537,Finance,Media,203621,5162602,0,5.1,7.9,1.5,5.5,7.7
2538,Finance,Logistics,465339,3121408,1566468,8.0,2.7,2.4,1.6,6.0
2539,Fashion,E-commerce,998203,2629094,3592074,7.5,7.3,5.9,6.4,4.5
2540,Healthcare,Media,861065,2838021,2235491,9.0,5.5,4.5,5.6,5.7
2541,Transportation,AI,472396,0,1114811,6.3,8.7,9.4,4.8,4.5
2542,Healthcare,Medical,111456,1000351,1023645,3.0,1.3,8.1,3.1,1.6
2543,Healthcare,Medical,981687,0,2837540,5.6,2.9,2.3,4.7,7.3
2544,Food,TravelTech,949372,0,3075288,1.9,2.7,3.9,8.1,6.1
2545,Space,Biotech,815428,0,2204183,4.4,9.9,8.6,8.1,9.7
2546,Finance,Media,345739,668879,3654676,9.5,4.0,6.3,9.7,7.3
2547,Entertainment,EdTech,715607,5440762,2974216,7.5,1.6,1.5,9.7,6.6
2548,Travel,Media,762345,736235,248175,7.8,5.2,1.2,2.8,9.5
2549,Healthcare,FoodTech,117320,5988809,1626742,4.5,8.4,9.1,2.2,9.1
2550,Entertainment,AI,619305,7336456,624556,1.1,1.0,3.7,1.9,8.1
2551,Entertainment,Biotech,732830,4901447,1869519,6.1,6.2,1.2,7.7,8.9
2552,Biotech,SpaceTech,181794,3800541,3957474,4.6,6.5,8.4,8.4,5.4
2553,Retail,AI,802359,819374,0,7.2,6.4,4.7,7.2,6.9
2554,Entertainment,FoodTech,773993,6781312,1516132,9.9,1.9,1.7,5.4,2.4
2555,Energy,E-commerce,930274,9475516,2943614,7.0,9.0,7.5,8.4,6.4
2556,Education,AI,270905,5589143,2437069,5.9,1.3,2.0,5.6,7.4
2557,Finance,Cybersecurity,548992,6232879,0,5.6,6.5,5.0,3.9,6.1
2558,Energy,Media,727304,2734653,0,3.8,4.4,2.6,3.1,8.0
2559,Retail,Media,634722,7712269,4904353,1.0,2.5,4.7,6.4,2.7
2560,Environment,TravelTech,498619,9832456,3332219,6.3,2.7,7.6,1.6,7.5
2561,Entertainment,FashionTech,580713,4658523,0,3.3,3.1,8.8,4.8,1.8
2562,Fashion,Property,518631,810822,4273827,1.2,6.6,6.7,7.5,5.8
2563,Retail,EnergyTech,782670,4921794,2868621,6.4,7.6,9.8,5.3,9.2
2564,Space,EnergyTech,940537,0,3008505,2.3,7.3,5.2,4.1,4.7
2565,Healthcare,FashionTech,266906,4686427,3942144,5.9,6.6,3.6,3.3,9.8
2566,Healthcare,TravelTech,432636,4863669,1619557,1.8,4.3,2.8,8.4,6.5
2567,Energy,Logistics,498702,1205259,3527423,5.4,5.7,8.1,6.5,5.4
2568,Security,SpaceTech,676840,0,4688003,6.1,5.5,1.5,0.8,0.1
2569,Entertainment,FinTech,562096,8864653,271426,4.9,6.2,1.7,6.1,4.0
2570,Education,Property,408903,0,0,5.8,2.7,1.6,8.5,9.2
2571,Biotech,FinTech,257434,6919790,4697842,8.0,4.1,3.5,4.2,9.7
2572,Transportation,AI,943115,4055087,2205860,2.3,1.9,9.4,0.1,0.8
2573,Entertainment,AI,403151,0,1291417,6.7,7.2,7.3,1.7,4.2
2574,Environment,FinTech,528495,0,3743621,4.0,9.2,9.1,4.1,5.8
2575,Travel,EdTech,851173,0,0,4.0,1.9,1.7,4.0,2.3
2576,Healthcare,TravelTech,188579,4177396,4897416,5.5,6.9,4.8,5.7,5.3
2577,Travel,Property,494678,3538924,4421260,9.3,2.0,1.3,6.7,3.2
2578,Real Estate,FoodTech,982429,0,4922001,6.9,6.3,4.6,7.0,3.2
2579,Entertainment,GreenTech,943081,6354656,4641096,4.8,2.4,3.4,0.1,0.1
2580,Real Estate,FashionTech,404787,0,3755405,4.6,5.4,2.4,0.5,0.5
2581,Environment,TravelTech,752963,0,3692368,9.3,9.9,7.7,8.6,2.5
2582,Technology,FashionTech,712332,4664338,3746200,4.0,6.5,7.7,9.1,3.2
2583,Fashion,Logistics,308492,1972578,3962483,4.1,8.3,1.7,1.7,2.3
2584,Healthcare,Cybersecurity,698609,4167782,2609698,6.9,5.2,8.1,1.3,9.8
2585,Education,FinTech,146124,1977723,3148954,3.0,4.8,3.3,1.1,8.9
2586,Education,EdTech,279799,6946412,3752347,9.0,5.2,5.9,5.2,5.0
2587,Healthcare,EdTech,124032,0,2747814,9.5,8.1,6.4,1.5,6.6
2588,Fashion,Medical,855572,0,0,2.8,1.4,2.0,1.9,6.5
2589,Healthcare,FoodTech,189130,4480160,3452447,5.1,3.0,9.0,1.4,4.1
2590,Real Estate,Property,642677,5824185,0,2.0,9.7,5.0,3.7,2.2
2591,Security,SpaceTech,288390,0,3626587,5.7,1.6,2.6,6.2,6.2
2592,Entertainment,FoodTech,872499,0,0,2.0,4.8,3.3,1.8,9.2
2593,Technology,FashionTech,242242,4150038,940735,4.0,1.5,8.0,2.7,7.8
2594,Retail,Medical,218039,0,3965738,1.4,7.6,8.0,2.9,9.9
2595,Space,FashionTech,207758,8134052,0,1.1,4.4,8.2,5.3,3.0
2596,Technology,FinTech,320623,0,0,1.2,7.8,6.6,2.6,4.0
2597,Retail,Logistics,137394,0,2666626,4.2,2.7,5.9,6.8,6.4
2598,Food,Logistics,707114,2948791,1450354,4.9,4.5,5.7,4.0,3.6
2599,Travel,TravelTech,725481,0,2505687,1.6,9.5,7.8,3.4,10.0
2600,Energy,SpaceTech,813669,5138416,1272507,2.3,7.4,4.5,4.7,3.3
2601,Security,FinTech,312810,4402895,2830044,5.5,8.9,1.2,0.6,0.2
2602,Environment,GreenTech,710580,9144793,3327485,6.0,5.5,8.6,1.5,1.6
2603,Environment,EdTech,589647,6796049,1776308,7.1,8.8,9.8,5.4,9.7
2604,Security,Biotech,943867,0,116993,1.7,6.2,4.5,0.7,0.1
2605,Travel,Logistics,241942,3626750,2859584,9.4,7.6,8.1,6.4,6.0
2606,Space,EdTech,495498,1293374,1869054,9.6,4.3,3.0,9.4,5.2
2607,Fashion,GreenTech,905779,3897853,0,8.2,4.8,7.5,7.4,9.7
2608,Environment,GreenTech,872991,4371989,0,3.1,5.3,3.9,3.3,4.3
2609,Energy,FoodTech,824034,3993360,1876204,2.1,6.3,5.5,8.5,3.0
2610,Entertainment,FashionTech,684923,4326117,3265690,3.1,6.1,3.0,7.4,7.6
2611,Real Estate,EnergyTech,540133,1870249,4005185,6.7,6.0,9.2,3.9,6.4
2612,Security,FashionTech,512643,0,0,6.5,2.5,8.0,1.8,4.8
2613,Real Estate,Biotech,818288,7057142,0,8.0,8.9,4.1,4.3,4.2
2614,Retail,FoodTech,308771,5098194,3593526,3.9,7.6,7.1,9.2,9.6
2615,Fashion,Cybersecurity,790170,2077346,2468133,3.8,4.0,3.6,2.8,6.6
2616,Education,FinTech,913515,6273139,1919063,6.9,7.0,5.3,7.7,3.7
2617,Food,FinTech,828898,6426423,3314290,9.1,1.0,7.2,2.1,9.4
2618,Environment,AI,489916,2359881,2982577,3.3,3.5,3.0,3.9,3.8
2619,Environment,Medical,191739,5802611,0,7.3,9.1,5.9,1.1,7.4
2620,Transportation,E-commerce,619684,0,1189959,4.1,4.9,4.7,1.5,3.1
2621,Energy,Media,346219,4579677,3879702,2.5,3.9,1.8,5.7,1.5
2622,Fashion,EdTech,343482,7100468,4278318,2.6,6.9,6.8,9.0,7.5
2623,Entertainment,FinTech,627826,3228613,2834318,3.0,3.4,7.9,5.8,7.5
2624,Biotech,Property,928351,5118109,4323812,2.7,4.8,7.6,4.1,7.9
2625,Healthcare,E-commerce,829805,4149773,1727411,4.0,6.2,8.1,9.8,3.4
2626,Environment,Media,930180,5985519,554575,7.7,6.9,2.6,4.5,1.1
2627,Environment,Cybersecurity,210033,1438676,746456,3.2,3.3,9.1,9.6,2.0
2628,Finance,FashionTech,755562,0,1037265,9.8,2.3,4.7,8.5,8.1
2629,Space,FashionTech,197315,734865,3099646,5.5,5.6,7.9,0.4,0.5
2630,Transportation,FinTech,355573,8011877,2009837,2.8,1.8,5.6,1.7,7.1
2631,Healthcare,TravelTech,914922,5957244,123925,7.7,6.2,2.8,8.6,3.4
2632,Energy,Medical,367251,0,4320626,4.9,2.4,1.2,3.8,5.5
2633,Transportation,GreenTech,772373,4259701,4538713,5.0,5.7,2.5,9.7,9.5
2634,Biotech,Cybersecurity,584152,9809118,735264,2.7,4.5,7.4,4.6,5.2
2635,Security,FashionTech,564735,4030824,3728672,8.5,2.1,5.2,9.8,5.2
2636,Food,Cybersecurity,107011,0,713011,5.8,4.8,5.7,6.9,7.6
2637,Food,Logistics,996584,2347942,3062135,6.6,9.9,9.7,5.1,7.2
2638,Food,Medical,284930,7278945,3087296,9.0,5.2,5.0,1.0,9.2
2639,Environment,Medical,251785,6707760,1640354,4.5,7.5,4.1,9.2,7.1
2640,Education,EnergyTech,335500,6747197,4357740,7.5,7.2,1.9,9.9,5.4
2641,Technology,Media,455732,0,2054058,3.2,3.5,6.9,4.9,6.0
2642,Retail,FashionTech,374826,4730985,2856187,3.7,4.8,1.9,1.0,4.8
2643,Retail,Medical,742275,0,0,1.8,1.7,2.3,6.1,2.3
2644,Education,EnergyTech,179972,9811336,2887266,4.8,6.8,7.1,5.3,2.1
2645,Finance,Biotech,776264,0,0,2.7,4.9,4.0,6.2,3.3
2646,Food,Property,320115,721150,0,5.8,5.5,7.3,3.9,3.3
2647,Technology,Cybersecurity,388511,2530476,1274532,6.7,4.4,3.6,8.3,2.5
2648,Travel,TravelTech,973122,5281479,577994,4.8,5.8,6.9,3.6,7.8
2649,Technology,Cybersecurity,467178,7677074,2301830,5.1,3.3,5.7,2.9,6.5
2650,Energy,FoodTech,703294,1050331,4731988,6.4,9.2,7.2,2.8,8.8
2651,Biotech,EnergyTech,980098,9365769,1825575,5.2,5.4,4.8,2.2,6.9
2652,Retail,E-commerce,585192,0,1737084,4.7,7.9,1.0,7.2,8.4
2653,Environment,FashionTech,767072,2254199,1733633,8.4,1.6,9.3,6.2,2.0
2654,Healthcare,Medical,921404,4899934,3048270,9.7,1.8,6.3,9.9,9.0
2655,Food,TravelTech,365317,2617376,4419703,7.3,6.8,4.0,6.3,8.4
2656,Finance,SpaceTech,213944,1861484,2148222,8.8,2.0,6.3,8.8,4.4
2657,Healthcare,E-commerce,513043,1423224,4331099,7.9,1.2,1.7,3.5,8.3
2658,Fashion,EnergyTech,540520,5503073,1117865,8.7,7.4,5.2,0.8,0.8
2659,Technology,SpaceTech,519026,9031197,1494144,9.6,4.0,4.4,1.3,1.3
2660,Technology,SpaceTech,390660,751830,2327832,3.3,6.4,5.7,6.1,8.9
2661,Technology,Medical,671948,3267355,456500,8.0,3.9,8.0,2.0,1.5
2662,Environment,FashionTech,411151,3344169,4405442,5.8,8.0,7.2,4.3,6.5
2663,Real Estate,FoodTech,571842,8941877,2758564,1.8,1.4,2.6,5.8,6.4
2664,Security,AI,384638,3478084,4416365,8.0,2.2,8.7,9.0,9.1
2665,Energy,SpaceTech,117912,9045765,0,5.0,9.3,3.8,0.4,0.6
2666,Education,Cybersecurity,151591,0,0,4.5,7.7,3.4,2.5,5.9
2667,Retail,TravelTech,867585,9678221,983679,8.9,3.9,2.6,8.9,9.3
2668,Security,Property,996391,0,0,1.7,7.3,9.6,8.3,6.0
2669,Transportation,Media,148484,3963575,4554525,2.5,3.8,4.5,9.2,5.8
2670,Transportation,EdTech,234312,2002435,2635851,6.7,4.8,6.7,6.5,1.9
2671,Environment,Cybersecurity,506240,7500494,113017,7.9,7.4,7.8,9.8,7.3
2672,Environment,AI,337859,5607255,3357157,3.4,2.1,9.5,5.0,3.3
2673,Retail,E-commerce,765517,0,2750733,8.1,6.5,6.7,4.9,3.1
2674,Fashion,SpaceTech,633962,0,2632959,9.0,2.8,2.5,2.7,9.0
2675,Biotech,AI,644948,1168201,1204878,3.1,5.3,7.2,9.6,3.8
2676,Food,EnergyTech,423357,3484159,1637050,6.9,6.5,1.2,3.3,10.0
2677,Environment,AI,549559,8704432,2433265,3.9,7.5,1.7,7.2,6.8
2678,Food,FoodTech,884302,6810995,4895345,3.3,1.9,3.7,5.0,2.3
2679,Education,AI,640925,9358771,3950566,6.1,2.7,2.5,6.5,7.5
2680,Energy,AI,220833,3881906,3419126,3.0,1.8,2.7,9.6,8.0
2681,Energy,Medical,367347,8230904,4462713,2.0,1.2,8.9,9.9,7.9
2682,Retail,Logistics,267564,0,1637794,9.9,7.3,2.9,8.2,5.9
2683,Finance,EdTech,804057,0,2110472,7.7,3.8,4.8,7.3,8.1
2684,Entertainment,FoodTech,188603,5580297,882644,9.5,1.4,3.2,5.4,9.1
2685,Real Estate,Biotech,146669,0,627563,7.9,1.4,8.8,5.1,3.4
2686,Travel,FinTech,144189,7249372,1216768,2.0,9.0,6.6,2.9,4.3
2687,Fashion,EnergyTech,891654,9651251,2901865,5.6,2.3,9.1,9.3,7.0
2688,Space,TravelTech,471409,5774737,4770308,7.8,5.3,8.7,4.1,1.3
2689,Space,Property,703658,5593586,4586559,1.9,7.2,2.4,8.9,1.1
2690,Technology,E-commerce,167681,8307684,3997060,8.3,2.4,4.8,3.5,6.9
2691,Energy,Biotech,686515,1939223,363360,6.8,7.0,6.8,3.4,7.4
2692,Education,EdTech,877386,0,3330243,7.4,6.3,6.8,0.1,0.4
2693,Space,EnergyTech,368022,595319,4083797,6.5,8.5,7.1,6.0,4.6
2694,Travel,AI,814446,0,2179504,3.7,6.4,1.4,5.9,6.0
2695,Biotech,Cybersecurity,908866,0,4035555,3.3,6.2,6.4,2.9,2.1
2696,Real Estate,AI,512384,5823596,0,6.4,2.2,3.2,9.2,8.6
2697,Travel,E-commerce,550875,8778639,1018367,6.3,5.5,3.9,9.1,4.4
2698,Retail,Media,648054,6799666,0,1.6,1.2,8.6,5.3,1.7
2699,Technology,E-commerce,650663,8197983,2629969,5.4,4.2,3.1,6.6,2.6
2700,Transportation,Logistics,115172,1152024,0,1.3,6.6,4.5,5.8,9.9
2701,Education,FinTech,546832,1600782,874077,5.9,6.6,3.5,9.7,2.9
2702,Real Estate,Property,123272,4343163,4961541,1.2,8.2,1.9,0.2,0.6
2703,Healthcare,EdTech,169897,7744011,0,9.0,6.8,3.5,0.0,0.2
2704,Travel,Logistics,547036,0,3375055,1.1,8.3,8.2,1.1,6.4
2705,Fashion,SpaceTech,976786,0,3824236,5.6,2.3,5.1,3.9,5.3
2706,Travel,TravelTech,683881,0,3855087,9.3,5.9,5.6,2.8,10.0
2707,Entertainment,TravelTech,120307,8938372,3837362,9.0,5.8,8.4,5.2,9.5
2708,Entertainment,Medical,170349,0,3118547,1.5,7.4,9.2,8.8,9.2
2709,Real Estate,TravelTech,470541,8070078,0,4.9,5.8,5.7,5.3,7.5
2710,Finance,Cybersecurity,806011,2795837,4983975,4.4,6.1,8.5,0.1,0.2
2711,Real Estate,FinTech,259603,0,142140,3.3,8.4,4.3,2.1,8.1
2712,Biotech,FashionTech,126567,8938413,4492538,4.2,4.8,5.6,4.0,9.0
2713,Entertainment,EdTech,203002,9317311,4318120,10.0,5.7,6.4,2.7,4.5
2714,Biotech,FoodTech,540526,6488783,770914,6.2,3.8,9.7,7.7,3.7
2715,Biotech,Cybersecurity,520209,5736950,0,4.1,3.9,2.1,5.3,3.4
2716,Travel,TravelTech,801894,5818042,0,8.6,8.2,9.7,6.5,2.9
2717,Biotech,Medical,574794,4752919,4576052,9.5,6.0,1.4,1.6,3.1
2718,Transportation,EnergyTech,715298,0,3789134,8.5,6.9,3.4,5.9,7.8
2719,Education,Cybersecurity,266356,5762943,4095056,4.0,5.7,3.3,9.5,7.9
2720,Fashion,FashionTech,733147,0,965879,6.5,5.7,3.5,5.0,2.9
2721,Fashion,AI,795102,3411180,4172341,5.4,3.0,4.8,2.3,7.3
2722,Finance,EdTech,940891,0,0,7.6,8.7,3.2,0.1,0.9
2723,Healthcare,EnergyTech,167850,0,3384514,5.1,8.8,8.9,8.1,4.1
2724,Retail,Media,472317,3374121,4968283,6.6,3.5,8.7,8.3,9.7
2725,Retail,EnergyTech,467673,0,4949818,9.8,2.3,1.6,8.2,3.3
2726,Technology,Logistics,883859,0,4409038,9.7,2.8,5.0,7.7,1.8
2727,Travel,SpaceTech,985230,9656130,2496982,7.3,2.4,8.2,0.0,0.6
2728,Fashion,TravelTech,948107,5019406,142405,7.4,8.0,6.3,6.0,1.1
2729,Space,FinTech,344060,2742352,3650265,9.8,1.9,5.3,0.1,0.1
2730,Education,Media,399028,0,0,5.3,3.8,1.6,1.3,6.6
2731,Retail,EnergyTech,771232,951292,1489457,3.6,3.5,3.0,7.8,2.3
2732,Real Estate,FashionTech,258241,9030366,827904,9.9,1.3,8.8,3.9,7.5
2733,Entertainment,GreenTech,798194,4906071,1321312,1.3,5.8,1.7,6.1,7.4
2734,Fashion,Biotech,223540,0,4776369,4.6,8.9,5.1,4.2,8.7
2735,Fashion,SpaceTech,147357,0,3949644,8.0,2.6,7.8,9.9,1.5
2736,Energy,AI,871041,6474123,3695235,2.2,6.9,5.4,0.2,0.7
2737,Technology,Cybersecurity,131066,6308800,2227192,1.7,6.0,4.2,0.2,0.2
2738,Finance,GreenTech,524912,8445442,0,5.3,7.1,3.6,1.6,2.7
2739,Real Estate,FashionTech,617070,0,1263295,7.1,7.5,4.7,4.1,6.6
2740,Entertainment,E-commerce,172518,0,3647410,4.4,3.8,4.5,8.4,7.1
2741,Environment,FashionTech,261819,0,2590299,9.4,3.8,4.4,8.9,1.9
2742,Real Estate,Property,702517,7806104,4644229,7.8,5.5,1.6,7.5,4.1
2743,Retail,FashionTech,492427,0,129482,3.1,6.4,4.3,1.4,8.6
2744,Real Estate,SpaceTech,233347,4812362,853963,8.8,7.5,1.5,5.9,1.2
2745,Fashion,EnergyTech,121681,0,0,8.2,6.4,1.7,2.4,8.7
2746,Security,FashionTech,413139,9468144,0,9.4,9.5,7.1,7.5,5.8
2747,Entertainment,Logistics,384690,1643496,4434395,2.2,4.0,4.0,0.6,0.1
2748,Food,FoodTech,804873,4064500,0,6.0,7.6,4.4,2.5,7.3
2749,Retail,Logistics,813509,0,2817965,4.5,7.5,4.9,1.8,8.3
2750,Energy,Media,548104,1506202,3696579,3.9,3.2,1.5,2.8,2.7
2751,Energy,Logistics,762604,7088419,0,6.0,4.2,7.2,2.1,2.8
2752,Education,AI,498347,882738,2067255,2.8,1.4,5.9,5.6,5.0
2753,Fashion,AI,905608,8949692,250114,5.4,8.4,4.4,1.2,9.9
2754,Biotech,Biotech,599207,0,1218567,7.9,3.6,9.6,9.9,8.9
2755,Space,GreenTech,540531,0,3972483,2.2,3.3,5.1,6.8,5.0
2756,Food,Property,288046,0,3439497,1.9,5.6,8.3,9.5,1.5
2757,Space,AI,102003,7604743,4115238,8.5,6.4,1.7,7.2,5.5
2758,Security,FinTech,561763,0,2035422,3.2,8.0,5.6,2.5,2.8
2759,Technology,Property,652201,5374372,3574986,5.6,5.6,7.4,8.4,7.2
2760,Food,EnergyTech,213615,0,2311687,9.5,9.4,5.4,2.6,1.8
2761,Technology,Property,760176,8891415,4982072,8.7,4.8,2.5,1.6,8.3
2762,Travel,AI,829608,7600273,406109,2.3,8.8,1.4,2.2,5.8
2763,Energy,AI,337034,3919073,4540275,1.4,7.4,2.5,0.3,0.3
2764,Fashion,AI,714577,0,3103110,2.5,5.7,8.4,5.9,5.6
2765,Transportation,FoodTech,641260,0,1394055,6.0,8.1,9.9,9.3,1.3
2766,Security,AI,328329,9101188,3017314,6.4,5.6,9.3,2.8,4.1
2767,Environment,Media,464999,4079182,766241,6.1,1.1,6.4,4.0,9.8
2768,Finance,Biotech,481876,6788182,746210,3.8,4.2,3.9,0.3,0.5
2769,Entertainment,FinTech,343688,5794065,4998889,2.8,6.2,2.9,6.8,6.2
2770,Travel,Logistics,842212,7596883,2381828,1.7,1.9,3.8,8.5,6.7
2771,Food,GreenTech,509704,0,2106714,9.3,3.5,4.2,8.3,5.9
2772,Healthcare,Property,300304,5261850,2820693,3.3,7.8,8.7,3.4,5.7
2773,Entertainment,AI,625159,2672955,0,8.8,8.4,3.6,9.6,2.1
2774,Travel,Property,890023,5837556,4431399,3.6,1.9,8.3,2.9,5.6
2775,Finance,Logistics,242182,0,2620485,5.4,9.3,9.7,4.0,3.5
2776,Retail,Property,594411,3460695,2794310,4.5,3.0,5.5,3.1,3.0
2777,Security,GreenTech,880451,1061724,0,9.6,6.4,5.3,7.8,4.0
2778,Retail,EnergyTech,186994,9999316,4027916,7.4,2.3,9.1,6.6,2.0
2779,Finance,Biotech,956645,4503142,0,1.2,1.6,4.6,7.0,5.8
2780,Security,EdTech,455427,6968631,1738046,4.6,3.7,8.9,3.0,9.1
2781,Energy,TravelTech,168661,9182171,0,1.7,7.3,1.1,8.8,4.5
2782,Energy,EdTech,438005,0,3114659,8.5,4.3,5.3,7.0,3.7
2783,Security,FashionTech,544988,8563914,1353990,9.3,5.6,6.1,0.4,0.9
2784,Energy,FoodTech,655095,1741263,3160817,6.0,9.9,7.5,3.8,6.8
2785,Entertainment,Medical,480202,0,4183579,3.4,1.7,8.7,5.3,8.4
2786,Travel,FoodTech,852347,0,4792602,9.2,3.0,3.6,8.2,2.0
2787,Retail,AI,909512,7744445,0,5.1,3.5,3.5,0.4,0.2
2788,Fashion,EdTech,782490,3955230,161777,2.2,3.9,5.7,5.6,2.1
2789,Travel,Logistics,556248,5401630,0,4.8,5.0,2.1,3.5,1.4
2790,Energy,FoodTech,842135,9043959,775741,4.6,1.7,6.8,0.7,0.4
2791,Security,Cybersecurity,476221,1951616,4279581,6.5,4.7,5.6,9.3,4.5
